City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
95,paamiut,61.994,-49.6678,31.20799999999997,90,100,9.23,GL,1669704986
96,inuvik,68.3499,-133.7218,-15.591999999999985,76,40,0.51,CA,1669704986
97,pangnirtung,66.1451,-65.7125,-4.0,94,98,0.17,CA,1669704987
98,cayenne,4.9333,-52.3333,75.23600000000005,94,75,2.06,GF,1669704987
99,gaya,24.7833,85.0,76.91000000000003,47,0,0.0,IN,1669704987
100,puerto ayora,-0.7393,-90.3518,70.55599999999998,90,57,2.24,EC,1669704988
101,igarka,67.4667,86.5833,-1.0120000000000005,98,95,3.59,RU,1669704988
102,jimma,7.6667,36.8333,72.01399999999995,51,96,0.92,ET,1669704989
103,vani,42.0832,42.5216,58.69400000000002,51,0,12.86,GE,1669704989
104,haines junction,60.7522,-137.5108,-9.454000000000008,77,28,0.51,CA,1669704990
105,ninh binh,20.2539,105.975,86.55799999999994,68,21,5.11,VN,1669704990
106,kodiak,57.79,-152.4072,24.944000000000017,72,2,4.81,US,1669704991
107,brae,60.3964,-1.353,46.903999999999996,86,4,3.46,GB,1669704991
108,gat,31.61,34.7642,66.39799999999997,100,100,2.89,IL,1669704788
109,saint-philippe,-21.3585,55.7679,81.98600000000005,76,100,3.84,RE,1669704992
110,tilichiki,60.4667,166.1,28.903999999999996,90,100,3.6,RU,1669704992
111,saint george,37.1041,-113.5841,39.79400000000004,51,0,0.0,US,1669704815
112,hobart,-42.8794,147.3294,64.25600000000003,43,0,7.72,AU,1669704993
113,lompoc,34.6391,-120.4579,51.78199999999998,88,1,0.45,US,1669704993
114,srednekolymsk,67.45,153.6833,-12.262,99,100,4.08,RU,1669704993
115,lavrentiya,65.5833,-171.0,17.329999999999984,87,100,1.78,RU,1669704994
116,acajutla,13.5928,-89.8275,76.71200000000005,83,90,1.95,SV,1669704994
117,viedma,-40.8135,-62.9967,72.64400000000006,64,100,3.34,AR,1669704995
118,garden city,42.3256,-83.331,41.89999999999998,77,100,2.57,US,1669704842
119,johi,26.6921,67.6133,80.97800000000001,13,93,1.77,PK,1669704995
120,katsuura,35.1333,140.3,69.81800000000004,78,100,11.86,JP,1669704996
121,deniliquin,-35.5333,144.9667,72.37399999999997,31,15,5.87,AU,1669704996
122,carnarvon,-24.8667,113.6333,78.63799999999998,66,0,7.62,AU,1669704996
123,shawinigan,46.5668,-72.7491,25.322000000000003,68,81,2.06,CA,1669704997
124,buala,-8.145,159.5921,81.21200000000005,78,100,1.79,SB,1669704997
125,bethel,41.3712,-73.414,35.49199999999996,80,5,1.57,US,1669704998
126,wenden,50.9667,7.8667,44.023999999999944,93,100,0.8,DE,1669704998
127,makakilo city,21.3469,-158.0858,71.92399999999992,83,100,1.54,US,1669704750
128,yellowknife,62.456,-114.3525,-19.444000000000017,76,40,3.09,CA,1669704999
129,muros,42.7762,-9.0603,48.09199999999993,96,100,1.81,ES,1669704999
130,lebu,-37.6167,-73.65,54.93199999999996,89,93,6.18,CL,1669704999
131,poli,-3.3333,36.8,68.27000000000004,83,75,2.57,TZ,1669705000
132,urusha,54.05,122.9,-11.649999999999977,75,100,3.96,RU,1669705000
133,birao,10.2849,22.7882,83.89400000000006,23,60,0.47,CF,1669705001
134,hovd,48.0056,91.6419,2.2280000000000086,45,0,1.56,MN,1669705001
135,sembe,1.6481,14.5806,73.81400000000002,88,97,0.33,CG,1669705002
136,talnakh,69.4865,88.3972,-7.960000000000036,99,100,3.34,RU,1669705002
137,los alamos,35.8881,-106.307,38.372000000000014,40,1,5.81,US,1669705002
138,petropavlovsk-kamchatskiy,53.0452,158.6483,23.59400000000005,58,20,6.0,RU,1669705003
139,abnub,27.2696,31.1511,61.01600000000002,35,5,1.03,EG,1669705003
140,stokmarknes,68.5646,14.9108,40.98199999999997,70,75,7.2,NO,1669705004
141,sao miguel do araguaia,-13.275,-50.1628,69.63799999999998,95,100,2.19,BR,1669705004
142,conceicao do araguaia,-8.2578,-49.2647,71.25799999999998,98,100,1.03,BR,1669705005
143,ribeira grande,38.5167,-28.7,64.77800000000008,89,13,4.02,PT,1669705005
144,beringovskiy,63.05,179.3167,32.57600000000002,95,100,5.54,RU,1669705005
145,george town,5.4112,100.3354,87.74600000000004,74,20,4.63,MY,1669705005
146,cidreira,-30.1811,-50.2056,69.31400000000002,86,18,6.39,BR,1669705006
147,bathsheba,13.2167,-59.5167,77.61200000000002,88,40,5.14,BB,1669705006
148,moose factory,51.2585,-80.6094,21.18199999999996,73,100,2.57,CA,1669705007
149,bam,29.106,58.357,69.80000000000001,17,17,1.81,IR,1669705007
150,tunceli,39.1083,39.5471,49.676000000000045,55,100,0.95,TR,1669705008
151,upernavik,72.7868,-56.1549,2.6960000000000264,97,97,7.81,GL,1669705008
152,itarema,-2.9248,-39.9167,76.118,79,100,2.27,BR,1669705009
153,tura,25.5198,90.2201,78.96200000000005,44,0,1.33,IN,1669705009
154,aranos,-24.1333,19.1167,84.27199999999999,28,54,10.45,NA,1669705009
155,northam,51.0333,-4.2167,46.38199999999995,85,29,2.16,GB,1669705010
156,clyde river,70.4692,-68.5914,-9.165999999999997,77,100,9.26,CA,1669705010
157,nhulunbuy,-12.2333,136.7667,79.41199999999998,94,75,3.6,AU,1669704917
158,faya,18.3851,42.4509,63.122000000000014,33,5,0.33,SA,1669705011
159,alyangula,-13.8483,136.4192,83.37200000000001,70,88,2.99,AU,1669705011
160,oytal,42.9057,73.2697,36.428,93,100,2.44,KZ,1669705012
161,alto araguaia,-17.3147,-53.2153,67.72999999999996,59,15,1.86,BR,1669705012
162,tamandare,-8.7597,-35.1047,75.61399999999998,85,100,4.13,BR,1669705013
163,hermanus,-34.4187,19.2345,76.09999999999997,52,97,2.19,ZA,1669705013
164,thompson,55.7435,-97.8558,15.961999999999989,79,100,10.8,CA,1669704811
165,valsad,20.6333,72.9333,86.08999999999997,34,43,1.95,IN,1669704891
166,berlevag,70.8578,29.0864,35.599999999999966,69,75,8.23,NO,1669705014
167,tecpan,14.7623,-90.9947,53.617999999999995,92,100,0.26,GT,1669705014
168,swan hill,-35.3378,143.5544,73.31,29,8,5.46,AU,1669705015
169,wagga wagga,-35.1167,147.3667,74.83999999999997,41,3,5.36,AU,1669704728
170,nome,64.5011,-165.4064,2.156000000000006,80,100,2.33,US,1669705015
171,flinders,-34.5833,150.8552,68.18,64,40,2.24,AU,1669705016
172,luau,-10.7073,22.2247,68.37799999999999,90,98,2.55,AO,1669705016
173,broome,42.2506,-75.833,34.66399999999999,85,100,3.09,US,1669705016
174,rocha,-34.4833,-54.3333,63.55400000000003,96,56,3.13,UY,1669705017
175,ibra,22.6906,58.5334,83.46200000000005,29,0,0.89,OM,1669705017
176,jinxiang,27.4327,120.6062,66.11000000000007,94,100,6.17,CN,1669705018
177,fougamou,-1.2154,10.5838,72.80599999999998,99,100,0.78,GA,1669705018
178,fairbanks,64.8378,-147.7164,-12.658000000000015,97,5,0.81,US,1669704846
179,asau,46.4333,26.4,31.279999999999973,77,61,0.61,RO,1669705019
180,douentza,14.9951,-2.9517,70.916,17,59,1.59,ML,1669705019
181,enshi,30.3,109.4833,51.349999999999966,87,100,1.79,CN,1669705019
182,never,46.9896,3.159,42.512,100,100,3.09,FR,1669705020
183,ciudad bolivar,8.1222,-63.5497,74.67800000000005,92,100,2.81,VE,1669705020
184,iguape,-24.7081,-47.5553,71.09600000000006,92,100,4.19,BR,1669705021
185,tanout,14.9709,8.8879,62.906000000000006,29,99,5.43,NE,1669705021
186,banda aceh,5.5577,95.3222,85.02800000000008,67,100,2.03,ID,1669705022
187,teluk nibung,3.001,99.8164,84.30799999999994,72,72,2.88,ID,1669705022
188,khatanga,71.9667,102.5,1.4899999999999523,95,100,5.75,RU,1669705023
189,lata,40.1629,-8.3327,41.072,92,100,1.24,PT,1669705023
190,utica,43.1009,-75.2327,33.72800000000001,93,31,0.37,US,1669704977
191,dingle,10.9995,122.6711,85.22600000000006,73,18,5.12,PH,1669705024
192,florencia,43.7667,11.25,48.72199999999998,90,75,1.54,IT,1669704837
193,gushikawa,26.3544,127.8686,79.62799999999999,80,40,5.14,JP,1669705024
194,maraa,-1.8333,-65.3667,72.1760000000001,97,100,0.49,BR,1669705025
195,ahuimanu,21.4447,-157.8378,72.75200000000001,90,100,2.82,US,1669705026
196,baft,29.234,56.6057,54.94999999999999,26,6,1.59,IR,1669705026
197,waingapu,-9.6567,120.2641,87.67399999999992,61,83,4.5,ID,1669705027
198,podgornoye,51.735,39.1496,19.615999999999985,86,0,3.0,RU,1669705027
199,jala,21.0833,-104.4333,60.04400000000004,70,17,0.51,MX,1669705027
200,selma,36.5708,-119.6121,47.983999999999924,81,0,3.09,US,1669705028
201,marzuq,14.4,46.4667,73.32800000000003,25,1,2.81,YE,1669705028
202,bambous virieux,-20.3428,57.7575,81.21200000000005,69,75,7.72,MU,1669705029
203,san luis,-33.295,-66.3356,72.71599999999995,52,90,1.64,AR,1669705029
204,hami,42.8,93.45,15.907999999999959,15,0,1.73,CN,1669705029
205,antofagasta,-23.65,-70.4,63.68000000000001,86,32,0.48,CL,1669705030
206,matagami,49.7502,-77.6328,12.307999999999936,92,75,0.0,CA,1669705030
207,sangar,63.9242,127.4739,-34.49200000000002,99,98,1.37,RU,1669705031
208,najran,17.4924,44.1277,70.44800000000004,26,0,4.83,SA,1669704751
209,menongue,-14.6585,17.691,72.69800000000004,69,96,0.24,AO,1669705031
210,abonnema,4.7084,6.7931,79.69999999999999,77,21,0.76,NG,1669705032
211,margate,51.3813,1.3862,47.696000000000026,95,28,2.24,GB,1669705032
212,wewak,-3.5534,143.6268,81.68,79,100,0.68,PG,1669705033
213,beberibe,-4.1797,-38.1306,74.94800000000004,82,93,1.52,BR,1669705033
214,ghanzi,-21.5667,21.7833,77.82800000000003,49,4,6.18,BW,1669705034
215,grafton,42.207,-71.6856,33.512,87,4,1.67,US,1669705034
216,murmashi,68.8154,32.8115,32.41399999999999,100,75,3.0,RU,1669705035
217,pacific grove,36.6177,-121.9166,52.08800000000002,81,4,8.49,US,1669705017
218,koumac,-20.5667,164.2833,84.70400000000001,67,59,4.62,NC,1669705035
219,larsnes,62.2028,5.5773,48.79400000000004,61,100,2.03,NO,1669705036
220,launceston,-41.45,147.1667,65.83999999999997,39,75,6.69,AU,1669704871
221,bindura,-17.3019,31.3306,63.19400000000002,95,100,0.68,ZW,1669705036
222,chivilcoy,-34.8957,-60.0167,71.67199999999997,49,100,5.09,AR,1669705037
223,uribia,11.7139,-72.266,73.95799999999991,94,100,3.37,CO,1669705037
224,dunmore east,52.1514,-6.9861,44.69,74,75,1.23,IE,1669705038
225,xining,36.6167,101.7667,23.25200000000001,37,0,3.99,CN,1669705038
226,ketchikan,55.3422,-131.6461,29.80400000000003,75,100,1.99,US,1669705038
227,poso,-1.3959,120.7524,85.65799999999996,68,37,1.61,ID,1669705039
228,tazovskiy,67.4667,78.7,8.923999999999978,95,100,2.55,RU,1669705039
229,ordu,40.9086,37.6845,46.039999999999964,60,100,1.18,TR,1669705040
230,cabo san lucas,22.8909,-109.9124,70.52000000000004,70,3,0.89,MX,1669704931
231,westport,41.1415,-73.3579,40.81999999999999,76,4,1.34,US,1669705040
232,tual,-5.6667,132.75,80.20400000000001,82,100,6.24,ID,1669705041
233,sarangani,5.4033,125.4636,83.17399999999992,76,98,8.85,PH,1669705041
234,olga,43.7444,135.2892,28.95799999999997,66,100,7.77,RU,1669705042
235,biak,-0.9131,122.8766,83.74999999999994,69,82,0.89,ID,1669705043
236,wadi maliz,36.4681,8.5495,49.65799999999996,82,10,9.77,TN,1669705043
237,cockburn town,21.4612,-71.1419,79.77199999999999,74,9,4.56,TC,1669705044
238,nishihara,26.1842,127.7558,79.68199999999996,83,40,5.66,JP,1669705044
239,limon,10.0,-83.0333,73.05799999999994,87,100,1.48,CR,1669705045
240,east london,-33.0153,27.9116,74.33600000000007,64,0,7.2,ZA,1669705045
241,pryyutivka,48.7209,33.0708,35.960000000000036,65,100,5.51,UA,1669705045
242,qasigiannguit,68.8193,-51.1922,15.386000000000024,76,100,0.81,GL,1669705046
243,omaruru,-21.4333,15.9333,76.47800000000001,12,100,1.2,NA,1669705046
244,lahad datu,5.0268,118.327,83.82199999999995,80,72,2.08,MY,1669705047
245,forbes,-33.3833,148.0167,77.91800000000006,32,0,4.68,AU,1669705047
246,dickinson,29.4608,-95.0513,69.06200000000007,94,100,0.89,US,1669705048
247,nanortalik,60.1432,-45.2371,33.331999999999994,99,100,3.51,GL,1669705048
248,teterow,53.7833,12.5667,37.56200000000001,86,100,4.49,DE,1669705049
249,tiksi,71.6872,128.8694,-27.670000000000016,99,46,3.26,RU,1669705049
250,caravelas,-17.7125,-39.2481,73.34600000000006,93,100,3.44,BR,1669705049
251,tautira,-17.7333,-149.15,78.45799999999991,78,40,5.42,PF,1669705050
252,mount isa,-20.7333,139.5,92.96599999999995,12,100,8.75,AU,1669705050
253,morehead,37.2711,-87.1764,44.99599999999998,100,0,1.54,US,1669705051
254,hualmay,-11.0964,-77.6139,67.06400000000002,81,68,1.89,PE,1669705051
255,leshukonskoye,64.8989,45.7622,23.791999999999973,96,100,2.29,RU,1669705052
256,ossora,59.2353,163.0719,25.015999999999963,75,100,6.96,RU,1669705052
257,kayerkan,69.3497,87.7602,-7.671999999999969,98,95,2.78,RU,1669705052
258,dikson,73.5069,80.5464,-4.216000000000008,100,94,2.35,RU,1669705053
259,pisco,-13.7,-76.2167,68.05400000000003,77,40,1.54,PE,1669705053
260,avarua,-21.2078,-159.775,77.05400000000003,78,75,4.12,CK,1669705054
261,chokwe,-24.5333,32.9833,77.882,51,49,5.29,MZ,1669705054
262,vanavara,60.34,102.2797,0.7519999999999527,95,100,2.28,RU,1669705054
263,shaoyang,27.2315,111.4525,49.80200000000002,76,100,4.79,CN,1669705055
264,omsukchan,62.5333,155.8,-17.94999999999999,98,100,2.3,RU,1669705055
265,sorong,-0.8833,131.25,83.30000000000001,74,100,3.81,ID,1669705056
266,port hedland,-20.3167,118.5667,89.65400000000005,58,11,7.72,AU,1669705056
267,byron bay,-28.65,153.6167,75.93800000000005,74,48,5.06,AU,1669704999
268,penzance,50.1186,-5.5371,43.483999999999924,77,6,2.52,GB,1669705057
269,vanimo,-2.6741,141.3028,84.11000000000007,69,75,2.26,PG,1669705057
270,torbay,47.6666,-52.7314,37.76000000000005,94,75,15.43,CA,1669705058
271,waipawa,-41.4122,175.5153,58.712000000000046,71,50,6.92,NZ,1669705058
272,houma,29.5958,-90.7195,64.00399999999996,97,100,1.54,US,1669705059
273,zaqatala,41.6336,46.6433,48.66800000000006,87,100,2.06,AZ,1669705059
274,oktyabrskoye,43.0645,44.7417,32.144000000000005,100,100,5.0,RU,1669705059
275,tooele,40.5308,-112.2983,26.923999999999978,100,100,1.54,US,1669705060
276,bahia blanca,-38.7196,-62.2724,68.28799999999995,94,100,1.34,AR,1669704834
277,pineville,31.3224,-92.4343,55.29199999999997,71,75,3.6,US,1669705060
278,rawson,-43.3002,-65.1023,68.86399999999998,34,19,8.95,AR,1669705061
279,lorengau,-2.0226,147.2712,83.93,66,51,2.77,PG,1669705061
280,tasiilaq,65.6145,-37.6368,26.22199999999998,95,100,5.55,GL,1669705061
281,cuenca,-2.8833,-78.9833,51.926000000000045,76,43,1.03,EC,1669705062
282,saldanha,-33.0117,17.9442,60.853999999999985,80,49,7.13,ZA,1669705062
283,pasighat,28.0667,95.3333,80.00600000000003,30,1,1.71,IN,1669705063
284,shirokiy,49.758,129.523,-1.6959999999999695,94,100,7.06,RU,1669705063
285,lodja,-3.4833,23.4333,76.17199999999997,79,96,0.78,CD,1669705064
286,port macquarie,-31.4333,152.9167,69.88999999999993,59,11,6.68,AU,1669705064
287,norrtalje,59.758,18.705,40.01000000000005,81,100,3.4,SE,1669705064
288,avera,33.194,-82.5271,42.313999999999965,73,0,1.09,US,1669705065
289,kulhudhuffushi,6.6221,73.07,80.88799999999998,72,51,0.48,MV,1669705065
290,airai,-8.9266,125.4092,68.12600000000003,83,100,1.37,TL,1669705066
291,tiznit,29.5833,-9.5,55.72399999999999,40,0,0.9,MA,1669705067
292,diplo,24.4667,69.584,86.08999999999997,12,27,3.23,PK,1669705067
293,golden,39.7555,-105.2211,30.34400000000005,84,100,6.69,US,1669705067
294,plettenberg bay,-34.0527,23.3716,80.132,53,91,2.01,ZA,1669705068
295,wajima,37.4,136.9,65.084,94,75,4.63,JP,1669705068
296,natal,-5.795,-35.2094,77.21599999999995,78,20,1.54,BR,1669705069
297,kutum,14.2,24.6667,75.344,19,13,2.24,SD,1669705069
298,sisimiut,66.9395,-53.6735,18.841999999999928,70,100,2.97,GL,1669705069
299,severo-yeniseyskiy,60.3725,93.0408,-10.425999999999988,94,100,1.51,RU,1669705070
300,chokurdakh,70.6333,147.9167,-18.238,97,100,3.98,RU,1669705071
301,nezhinka,51.7676,55.3694,15.961999999999989,53,0,5.0,RU,1669705071
302,tuatapere,-46.1333,167.6833,55.02199999999999,95,100,0.75,NZ,1669705071
303,bacolod,10.6667,122.95,86.108,68,89,5.79,PH,1669705072
304,barrow,71.2906,-156.7887,-3.6219999999999573,83,67,4.86,US,1669705072
305,hameenlinna,60.996,24.4643,30.146000000000015,95,100,2.58,FI,1669705073
306,leningradskiy,69.3833,178.4167,13.136000000000024,87,100,3.09,RU,1669705073
307,la ronge,55.1001,-105.2842,16.05200000000002,79,100,9.26,CA,1669705073
308,flin flon,54.7682,-101.865,15.836000000000013,91,100,7.15,CA,1669705074
309,pampierstad,-27.7832,24.6877,77.91800000000006,44,0,6.99,ZA,1669705074
310,kikwit,-5.041,18.8162,72.35599999999994,94,100,0.56,CD,1669705075
311,nikolayevsk-na-amure,53.1406,140.73,11.426000000000045,95,100,2.5,RU,1669705075
312,yuksekova,37.5736,44.2872,41.66599999999994,47,100,0.67,TR,1669705075
313,kochevo,59.5994,54.3125,15.548000000000002,92,100,2.08,RU,1669705076
314,windhoek,-22.5594,17.0832,81.10399999999998,19,0,1.54,NA,1669705076
315,solnechnyy,50.7214,136.6319,7.376000000000033,92,100,2.64,RU,1669705077
316,vastseliina,57.7303,27.2932,29.26400000000001,96,100,2.76,EE,1669705077
317,kungsbacka,57.4872,12.0761,41.18000000000001,83,100,1.79,SE,1669705077
318,khotynets,53.1286,35.3966,23.881999999999948,87,100,4.76,RU,1669705078
319,haapiti,-17.5667,-149.8667,78.53000000000003,76,13,6.0,PF,1669705078
320,tungor,53.3808,142.9564,18.968000000000018,86,100,6.56,RU,1669705079
321,nantucket,41.2835,-70.0995,43.14199999999994,80,100,7.42,US,1669704926
322,kahului,20.8947,-156.47,76.83800000000002,93,100,2.68,US,1669705079
323,dunkirk,51.05,2.3667,33.799999999999955,82,5,1.93,FR,1669705080
324,baherden,38.4362,57.4316,57.02000000000004,61,1,1.83,TM,1669705080
325,shache,38.4167,77.2406,29.24599999999998,15,42,2.08,CN,1669705081
326,turan,16.0678,108.2208,85.98200000000003,70,20,4.63,VN,1669705081
327,yulara,-25.2406,130.9889,85.58600000000007,17,5,3.84,AU,1669705081
328,andapa,-14.65,49.65,83.786,43,0,1.48,MG,1669705082
329,keti bandar,24.1447,67.4497,83.80400000000003,19,40,4.34,PK,1669705082
330,kavaratti,10.5669,72.642,81.55400000000003,70,30,0.47,IN,1669705083
331,alice springs,-23.7,133.8833,83.74999999999994,20,0,6.17,AU,1669705083
332,carutapera,-1.195,-46.02,77.28799999999995,83,100,2.46,BR,1669705084
333,celestun,20.8667,-90.4,77.57600000000008,81,11,4.79,MX,1669705084
334,ouahigouya,13.5828,-2.4216,69.96200000000005,17,75,3.73,BF,1669705084
335,ahipara,-35.1667,173.1667,61.537999999999954,97,100,3.39,NZ,1669705085
336,namibe,-15.1961,12.1522,72.536,79,100,2.26,AO,1669705085
337,dhidhdhoo,6.8833,73.1,81.06800000000004,71,24,0.5,MV,1669705086
338,ilulissat,69.2167,-51.1,16.988,77,100,1.36,GL,1669705086
339,kloulklubed,7.0419,134.2556,84.03799999999995,77,100,9.3,PW,1669705086
340,dunedin,-45.8742,170.5036,57.79400000000004,84,100,0.45,NZ,1669705087
341,villa nueva,14.5269,-90.5875,65.12000000000006,94,100,3.09,GT,1669705088
342,baoqing,46.3317,132.2111,13.531999999999982,68,55,9.94,CN,1669705088
343,longyearbyen,78.2186,15.6401,37.238,87,75,4.63,SJ,1669705089
344,tuktoyaktuk,69.4541,-133.0374,-16.600000000000023,76,40,4.63,CA,1669705089
345,hamilton,39.1834,-84.5333,46.76000000000005,88,97,0.45,US,1669705089
346,hay river,60.8156,-115.7999,-11.218000000000018,70,100,7.2,CA,1669705090
347,bettendorf,41.5245,-90.5157,40.099999999999966,88,100,3.58,US,1669705090
348,grand gaube,-20.0064,57.6608,81.37399999999997,66,98,4.92,MU,1669705091
349,lundazi,-12.2929,33.1782,79.89799999999997,42,100,3.48,ZM,1669705091
350,dawei,14.0833,98.2,86.28799999999995,69,77,3.64,MM,1669705091
351,nagato,34.3833,131.2,63.391999999999996,94,100,7.82,JP,1669705092
352,tofield,53.3668,-112.6686,7.91599999999994,92,100,7.04,CA,1669705092
353,huangmei,30.1924,116.025,51.331999999999994,89,100,5.44,CN,1669705093
354,kuching,1.55,110.3333,90.01399999999995,86,40,4.12,MY,1669705093
355,sinop,41.7711,34.8709,49.603999999999985,66,100,3.48,TR,1669705094
356,yangambi,0.8102,24.4336,78.56599999999997,61,95,1.11,CD,1669705094
357,hervey bay,-25.2986,152.8535,74.37200000000001,82,100,2.43,AU,1669705094
358,franklin,39.9667,-83.0166,43.807999999999936,95,100,2.06,US,1669705095
359,rengo,-34.4167,-70.8667,59.882000000000005,85,0,0.51,CL,1669705095
360,narsaq,60.9167,-46.05,31.71199999999999,98,100,1.76,GL,1669705096
361,ushirombo,-3.4919,31.9639,74.22800000000001,68,85,0.73,TZ,1669705096
362,beloha,-25.1667,45.05,86.37799999999999,41,93,1.55,MG,1669705096
363,margara,40.0335,44.1771,42.90799999999996,48,100,0.56,AM,1669705097
364,coahuayana,18.7333,-103.6833,71.52800000000008,92,31,1.57,MX,1669705097
365,gizo,-8.103,156.8419,83.40799999999996,75,82,3.4,SB,1669705098
366,waycross,31.2136,-82.354,51.853999999999985,93,100,0.0,US,1669705098
367,mercedes,-34.6515,-59.4307,71.94199999999995,54,83,5.07,AR,1669705098
368,sola,-13.8833,167.55,82.79599999999999,73,39,5.36,VU,1669705099
369,kaduqli,11.0167,29.7167,87.76399999999995,24,55,4.26,SD,1669705099
